iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
3,,,304677.0,5.000000000000001,35000000.0,15.863264166557116,3.8953052618927955,363299764.01410484,1192.4095485189391
,3,0,3313.0,0.6249999999999972,11666666.666666666,16.224705717681903,3.9740633758828867,46364072.718633674,13994.588807314722,43.7,143.6,12,183.1924253684002,0
,3,1,6331.0,0.6249999999999999,11666666.666666666,16.07580320972715,3.9416175193995464,45985537.72632804,7263.550422733855,41.8,140.7,12,183.51980796816517,1
,3,2,46657.0,0.6249999999999971,11666666.666666666,16.05556719506612,3.9372080918049077,45934094.40439059,984.5059563278949,38.5,140.7,12,183.73432244603094,2
,3,3,90560.0,0.6250000000000021,11666666.666666666,15.273917838232133,3.766886696950782,43947011.46442579,485.28060362660983,36.2,139.0,12,183.8146724662094,0
,3,4,48780.0,0.6250000000000037,11666666.666666666,15.333719564232272,3.779917493046212,44099037.41887247,904.0393074799604,35.8,136.7,12,183.23946611880635,1
,3,5,72745.0,0.6249999999999998,11666666.666666666,16.04195910735782,3.9342428894932686,45899500.37742146,630.9643326334657,34.5,134.4,12,183.5553370705314,2
,3,6,16424.0,0.6250000000000007,11666666.666666666,15.755721500997204,3.8718717150672908,45171836.67578506,2750.355374804253,34.1,131.9,12,183.48435872681142,0
,3,7,19867.0,0.6249999999999999,11666666.666666666,16.0416337356249,3.9341719909926653,45898673.22824776,2310.2971373759383,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
4,,,304677.0,5.0,35000000.0,15.863264166557116,3.8953052618927955,363299764.01410484,1192.4095485189391
,4,0,3313.0,0.6249999999999953,11666666.666666666,16.224705717681893,3.9740633758828845,46364072.71863365,13994.588807314716,43.7,143.6,12,183.1924253684002,0
,4,1,6331.0,0.625,11666666.666666666,16.07580320972715,3.9416175193995464,45985537.72632804,7263.550422733855,41.8,140.7,12,183.51980796816517,1
,4,2,46657.0,0.6249999999999959,11666666.666666666,16.055567195066114,3.9372080918049064,45934094.40439057,984.5059563278945,38.5,140.7,12,183.73432244603094,2
,4,3,90560.0,0.625000000000003,11666666.666666666,15.27391783823214,3.7668866969507833,43947011.4644258,485.28060362661,36.2,139.0,12,183.8146724662094,0
,4,4,48780.0,0.6250000000000048,11666666.666666666,15.333719564232277,3.7799174930462134,44099037.41887249,904.0393074799608,35.8,136.7,12,183.23946611880635,1
,4,5,72745.0,0.6249999999999996,11666666.666666666,16.04195910735782,3.9342428894932686,45899500.37742146,630.9643326334657,34.5,134.4,12,183.5553370705314,2
,4,6,16424.0,0.6250000000000012,11666666.666666666,15.755721500997206,3.871871715067291,45171836.675785065,2750.3553748042536,34.1,131.9,12,183.48435872681142,0
,4,7,19867.0,0.6250000000000003,11666666.666666666,16.0416337356249,3.9341719909926653,45898673.22824776,2310.2971373759383,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
5,,,304677.0,4.999999999999999,35000000.0,15.863264166557114,3.895305261892795,363299764.0141048,1192.4095485189391
,5,0,3313.0,0.624999999999995,11666666.666666666,16.224705717681886,3.9740633758828827,46364072.71863363,13994.588807314709,43.7,143.6,12,183.1924253684002,0
,5,1,6331.0,0.6249999999999993,11666666.666666666,16.075803209727145,3.9416175193995446,45985537.726328015,7263.5504227338515,41.8,140.7,12,183.51980796816517,1
,5,2,46657.0,0.6249999999999951,11666666.666666666,16.05556719506611,3.9372080918049055,45934094.40439056,984.5059563278942,38.5,140.7,12,183.73432244603094,2
,5,3,90560.0,0.6250000000000038,11666666.666666666,15.273917838232144,3.766886696950784,43947011.46442581,485.2806036266101,36.2,139.0,12,183.8146724662094,0
,5,4,48780.0,0.625000000000006,11666666.666666666,15.33371956423229,3.779917493046216,44099037.41887252,904.0393074799615,35.8,136.7,12,183.23946611880635,1
,5,5,72745.0,0.6249999999999984,11666666.666666666,16.041959107357812,3.9342428894932673,45899500.377421446,630.9643326334655,34.5,134.4,12,183.5553370705314,2
,5,6,16424.0,0.6250000000000016,11666666.666666666,15.755721500997208,3.8718717150672917,45171836.675785065,2750.3553748042536,34.1,131.9,12,183.48435872681142,0
,5,7,19867.0,0.6250000000000003,11666666.666666666,16.0416337356249,3.9341719909926653,45898673.22824776,2310.2971373759383,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
6,,,304677.0,5.0,35000000.0,15.863264166557114,3.895305261892795,363299764.0141048,1192.4095485189391
,6,0,3313.0,0.624999999999994,11666666.666666666,16.22470571768188,3.9740633758828814,46364072.718633614,13994.588807314703,43.7,143.6,12,183.1924253684002,0
,6,1,6331.0,0.6249999999999987,11666666.666666666,16.075803209727137,3.9416175193995433,45985537.726328,7263.55042273385,41.8,140.7,12,183.51980796816517,1
,6,2,46657.0,0.6249999999999938,11666666.666666666,16.0555671950661,3.9372080918049033,45934094.404390536,984.5059563278937,38.5,140.7,12,183.73432244603094,2
,6,3,90560.0,0.6250000000000033,11666666.666666666,15.273917838232142,3.7668866969507837,43947011.46442581,485.2806036266101,36.2,139.0,12,183.8146724662094,0
,6,4,48780.0,0.6250000000000089,11666666.666666666,15.33371956423231,3.77991749304622,44099037.418872565,904.0393074799624,35.8,136.7,12,183.23946611880635,1
,6,5,72745.0,0.6249999999999976,11666666.666666666,16.041959107357805,3.9342428894932655,45899500.37742143,630.9643326334652,34.5,134.4,12,183.5553370705314,2
,6,6,16424.0,0.6250000000000023,11666666.666666666,15.755721500997215,3.871871715067293,45171836.67578508,2750.3553748042546,34.1,131.9,12,183.48435872681142,0
,6,7,19867.0,0.6250000000000009,11666666.666666666,16.0416337356249,3.9341719909926653,45898673.22824776,2310.2971373759383,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
7,,,304677.0,5.0,35000000.0,15.863264166557114,3.895305261892795,363299764.01410484,1192.4095485189391
,7,0,3313.0,0.6249999999999923,11666666.666666666,16.224705717681868,3.974063375882879,46364072.718633585,13994.588807314694,43.7,143.6,12,183.1924253684002,0
,7,1,6331.0,0.624999999999998,11666666.666666666,16.07580320972713,3.941617519399542,45985537.726327986,7263.550422733847,41.8,140.7,12,183.51980796816517,1
,7,2,46657.0,0.6249999999999936,11666666.666666666,16.0555671950661,3.9372080918049033,45934094.404390536,984.5059563278937,38.5,140.7,12,183.73432244603094,2
,7,3,90560.0,0.6250000000000038,11666666.666666666,15.273917838232148,3.766886696950785,43947011.464425825,485.28060362661023,36.2,139.0,12,183.8146724662094,0
,7,4,48780.0,0.6250000000000118,11666666.666666666,15.333719564232329,3.7799174930462245,44099037.41887262,904.0393074799634,35.8,136.7,12,183.23946611880635,1
,7,5,72745.0,0.6249999999999966,11666666.666666666,16.041959107357798,3.934242889493264,45899500.37742142,630.9643326334651,34.5,134.4,12,183.5553370705314,2
,7,6,16424.0,0.6250000000000024,11666666.666666666,15.755721500997213,3.8718717150672926,45171836.67578508,2750.3553748042546,34.1,131.9,12,183.48435872681142,0
,7,7,19867.0,0.6250000000000016,11666666.666666666,16.041633735624902,3.9341719909926662,45898673.22824777,2310.2971373759383,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
8,,,304677.0,5.0,35000000.0,15.863264166557114,3.895305261892795,363299764.01410484,1192.4095485189391
,8,0,3313.0,0.6249999999999901,11666666.666666666,16.224705717681854,3.974063375882876,46364072.718633555,13994.588807314685,43.7,143.6,12,183.1924253684002,0
,8,1,6331.0,0.6249999999999971,11666666.666666666,16.075803209727123,3.94161751939954,45985537.72632796,7263.550422733843,41.8,140.7,12,183.51980796816517,1
,8,2,46657.0,0.6249999999999939,11666666.666666666,16.055567195066104,3.937208091804904,45934094.40439054,984.5059563278938,38.5,140.7,12,183.73432244603094,2
,8,3,90560.0,0.6250000000000047,11666666.666666666,15.273917838232157,3.766886696950787,43947011.46442585,485.2806036266105,36.2,139.0,12,183.8146724662094,0
,8,4,48780.0,0.6250000000000147,11666666.666666666,15.333719564232348,3.779917493046229,44099037.41887267,904.0393074799646,35.8,136.7,12,183.23946611880635,1
,8,5,72745.0,0.6249999999999953,11666666.666666666,16.04195910735779,3.9342428894932624,45899500.377421394,630.9643326334648,34.5,134.4,12,183.5553370705314,2
,8,6,16424.0,0.6250000000000018,11666666.666666666,15.755721500997208,3.8718717150672917,45171836.675785065,2750.3553748042536,34.1,131.9,12,183.48435872681142,0
,8,7,19867.0,0.6250000000000031,11666666.666666666,16.041633735624913,3.9341719909926685,45898673.2282478,2310.29713737594,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
9,,,304677.0,4.999999999999999,35000000.0,15.863264166557112,3.8953052618927946,363299764.0141048,1192.4095485189391
,9,0,3313.0,0.6249999999999886,11666666.666666666,16.22470571768184,3.974063375882873,46364072.71863352,13994.588807314674,43.7,143.6,12,183.1924253684002,0
,9,1,6331.0,0.6249999999999962,11666666.666666666,16.075803209727113,3.941617519399538,45985537.72632794,7263.55042273384,41.8,140.7,12,183.51980796816517,1
,9,2,46657.0,0.6249999999999933,11666666.666666666,16.055567195066104,3.937208091804904,45934094.40439054,984.5059563278938,38.5,140.7,12,183.73432244603094,2
,9,3,90560.0,0.6250000000000053,11666666.666666666,15.273917838232165,3.766886696950789,43947011.46442587,485.28060362661074,36.2,139.0,12,183.8146724662094,0
,9,4,48780.0,0.625000000000017,11666666.666666666,15.333719564232362,3.7799174930462316,44099037.4188727,904.0393074799651,35.8,136.7,12,183.23946611880635,1
,9,5,72745.0,0.6249999999999934,11666666.666666666,16.041959107357776,3.9342428894932593,45899500.37742136,630.9643326334642,34.5,134.4,12,183.5553370705314,2
,9,6,16424.0,0.625,11666666.666666666,15.755721500997195,3.871871715067289,45171836.675785035,2750.355374804252,34.1,131.9,12,183.48435872681142,0
,9,7,19867.0,0.6250000000000056,11666666.666666666,16.041633735624924,3.934171990992671,45898673.22824783,2310.2971373759415,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
10,,,304677.0,5.0,35000000.0,15.863264166557109,3.895305261892794,363299764.0141048,1192.4095485189391
,10,0,3313.0,0.6249999999999865,11666666.666666666,16.224705717681825,3.97406337588287,46364072.71863348,13994.588807314663,43.7,143.6,12,183.1924253684002,0
,10,1,6331.0,0.6249999999999953,11666666.666666666,16.075803209727106,3.941617519399536,45985537.72632792,7263.550422733836,41.8,140.7,12,183.51980796816517,1
,10,2,46657.0,0.6249999999999928,11666666.666666666,16.0555671950661,3.9372080918049033,45934094.404390536,984.5059563278937,38.5,140.7,12,183.73432244603094,2
,10,3,90560.0,0.6250000000000058,11666666.666666666,15.273917838232169,3.7668866969507895,43947011.46442588,485.28060362661085,36.2,139.0,12,183.8146724662094,0
,10,4,48780.0,0.6250000000000197,11666666.666666666,15.333719564232378,3.779917493046235,44099037.418872744,904.039307479966,35.8,136.7,12,183.23946611880635,1
,10,5,72745.0,0.6249999999999917,11666666.666666666,16.041959107357766,3.934242889493257,45899500.37742133,630.9643326334639,34.5,134.4,12,183.5553370705314,2
,10,6,16424.0,0.6249999999999991,11666666.666666666,15.75572150099719,3.8718717150672877,45171836.67578502,2750.355374804251,34.1,131.9,12,183.48435872681142,0
,10,7,19867.0,0.6250000000000087,11666666.666666666,16.041633735624945,3.9341719909926756,45898673.22824788,2310.297137375944,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
11,,,304677.0,4.999999999999999,35000000.0,15.863264166557109,3.895305261892794,363299764.0141048,1192.4095485189391
,11,0,3313.0,0.6249999999999849,11666666.666666666,16.224705717681815,3.9740633758828676,46364072.71863345,13994.588807314654,43.7,143.6,12,183.1924253684002,0
,11,1,6331.0,0.6249999999999944,11666666.666666666,16.075803209727095,3.941617519399534,45985537.726327896,7263.550422733833,41.8,140.7,12,183.51980796816517,1
,11,2,46657.0,0.6249999999999923,11666666.666666666,16.0555671950661,3.9372080918049033,45934094.404390536,984.5059563278937,38.5,140.7,12,183.73432244603094,2
,11,3,90560.0,0.6250000000000061,11666666.666666666,15.273917838232174,3.766886696950791,43947011.46442589,485.28060362661097,36.2,139.0,12,183.8146724662094,0
,11,4,48780.0,0.6250000000000219,11666666.666666666,15.33371956423239,3.779917493046238,44099037.41887277,904.0393074799666,35.8,136.7,12,183.23946611880635,1
,11,5,72745.0,0.6249999999999892,11666666.666666666,16.04195910735775,3.934242889493254,45899500.3774213,630.9643326334634,34.5,134.4,12,183.5553370705314,2
,11,6,16424.0,0.6249999999999981,11666666.666666666,15.755721500997183,3.8718717150672863,45171836.675785005,2750.35537480425,34.1,131.9,12,183.48435872681142,0
,11,7,19867.0,0.6250000000000125,11666666.666666666,16.04163373562497,3.934171990992681,45898673.22824794,2310.297137375947,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
12,,,304677.0,5.0,35000000.0,15.863264166557109,3.895305261892794,363299764.0141048,1192.4095485189391
,12,0,3313.0,0.6249999999999825,11666666.666666666,16.224705717681797,3.9740633758828636,46364072.718633406,13994.588807314642,43.7,143.6,12,183.1924253684002,0
,12,1,6331.0,0.6249999999999933,11666666.666666666,16.075803209727088,3.9416175193995326,45985537.72632788,7263.550422733831,41.8,140.7,12,183.51980796816517,1
,12,2,46657.0,0.6249999999999926,11666666.666666666,16.055567195066104,3.937208091804904,45934094.40439054,984.5059563278938,38.5,140.7,12,183.73432244603094,2
,12,3,90560.0,0.6250000000000069,11666666.666666666,15.273917838232183,3.7668866969507926,43947011.464425914,485.28060362661125,36.2,139.0,12,183.8146724662094,0
,12,4,48780.0,0.6250000000000232,11666666.666666666,15.333719564232398,3.7799174930462396,44099037.418872796,904.0393074799671,35.8,136.7,12,183.23946611880635,1
,12,5,72745.0,0.6249999999999876,11666666.666666666,16.041959107357737,3.934242889493251,45899500.37742126,630.964332633463,34.5,134.4,12,183.5553370705314,2
,12,6,16424.0,0.6249999999999974,11666666.666666666,15.755721500997177,3.871871715067285,45171836.67578499,2750.355374804249,34.1,131.9,12,183.48435872681142,0
,12,7,19867.0,0.6250000000000167,11666666.666666666,16.041633735624995,3.934171990992686,45898673.228248,2310.29713737595,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
13,,,304677.0,5.000000000000001,35000000.0,15.863264166557109,3.895305261892794,363299764.0141048,1192.4095485189391
,13,0,3313.0,0.6249999999999795,11666666.666666666,16.224705717681775,3.9740633758828587,46364072.718633346,13994.588807314623,43.7,143.6,12,183.1924253684002,0
,13,1,6331.0,0.6249999999999939,11666666.666666666,16.075803209727088,3.9416175193995326,45985537.72632788,7263.550422733831,41.8,140.7,12,183.51980796816517,1
,13,2,46657.0,0.6249999999999925,11666666.666666666,16.055567195066104,3.937208091804904,45934094.40439054,984.5059563278938,38.5,140.7,12,183.73432244603094,2
,13,3,90560.0,0.6250000000000083,11666666.666666666,15.273917838232196,3.7668866969507953,43947011.464425944,485.2806036266116,36.2,139.0,12,183.8146724662094,0
,13,4,48780.0,0.6250000000000249,11666666.666666666,15.333719564232407,3.7799174930462414,44099037.41887281,904.0393074799674,35.8,136.7,12,183.23946611880635,1
,13,5,72745.0,0.6249999999999849,11666666.666666666,16.04195910735772,3.9342428894932473,45899500.377421215,630.9643326334623,34.5,134.4,12,183.5553370705314,2
,13,6,16424.0,0.6249999999999973,11666666.666666666,15.755721500997176,3.8718717150672846,45171836.67578498,2750.3553748042486,34.1,131.9,12,183.48435872681142,0
,13,7,19867.0,0.6250000000000192,11666666.666666666,16.041633735625012,3.93417199099269,45898673.22824805,2310.297137375953,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
14,,,304677.0,5.000000000000001,35000000.0,15.863264166557109,3.895305261892794,363299764.01410484,1192.4095485189391
,14,0,3313.0,0.6249999999999757,11666666.666666666,16.22470571768175,3.9740633758828534,46364072.71863329,13994.588807314605,43.7,143.6,12,183.1924253684002,0
,14,1,6331.0,0.6249999999999948,11666666.666666666,16.07580320972709,3.941617519399533,45985537.72632788,7263.550422733831,41.8,140.7,12,183.51980796816517,1
,14,2,46657.0,0.6249999999999918,11666666.666666666,16.055567195066104,3.937208091804904,45934094.40439054,984.5059563278938,38.5,140.7,12,183.73432244603094,2
,14,3,90560.0,0.62500000000001,11666666.666666666,15.27391783823221,3.7668866969507984,43947011.46442598,485.280603626612,36.2,139.0,12,183.8146724662094,0
,14,4,48780.0,0.6250000000000256,11666666.666666666,15.333719564232409,3.779917493046242,44099037.41887282,904.0393074799675,35.8,136.7,12,183.23946611880635,1
,14,5,72745.0,0.624999999999983,11666666.666666666,16.04195910735771,3.9342428894932446,45899500.377421185,630.9643326334619,34.5,134.4,12,183.5553370705314,2
,14,6,16424.0,0.6249999999999973,11666666.666666666,15.755721500997176,3.8718717150672846,45171836.67578498,2750.3553748042486,34.1,131.9,12,183.48435872681142,0
,14,7,19867.0,0.625000000000022,11666666.666666666,16.04163373562503,3.934171990992694,45898673.2282481,2310.297137375955,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
15,,,304677.0,4.999999999999999,35000000.0,15.863264166557107,3.8953052618927937,363299764.0141048,1192.4095485189391
,15,0,3313.0,0.6249999999999729,11666666.666666666,16.224705717681726,3.974063375882848,46364072.71863323,13994.588807314587,43.7,143.6,12,183.1924253684002,0
,15,1,6331.0,0.6249999999999947,11666666.666666666,16.07580320972709,3.941617519399533,45985537.72632788,7263.550422733831,41.8,140.7,12,183.51980796816517,1
,15,2,46657.0,0.6249999999999905,11666666.666666666,16.055567195066097,3.9372080918049024,45934094.40439053,984.5059563278935,38.5,140.7,12,183.73432244603094,2
,15,3,90560.0,0.6250000000000117,11666666.666666666,15.273917838232226,3.766886696950802,43947011.46442602,485.2806036266124,36.2,139.0,12,183.8146724662094,0
,15,4,48780.0,0.6250000000000253,11666666.666666666,15.333719564232402,3.7799174930462405,44099037.4188728,904.0393074799673,35.8,136.7,12,183.23946611880635,1
,15,5,72745.0,0.6249999999999807,11666666.666666666,16.04195910735769,3.934242889493241,45899500.37742114,630.9643326334613,34.5,134.4,12,183.5553370705314,2
,15,6,16424.0,0.6249999999999973,11666666.666666666,15.755721500997172,3.8718717150672837,45171836.675784975,2750.355374804248,34.1,131.9,12,183.48435872681142,0
,15,7,19867.0,0.625000000000026,11666666.666666666,16.041633735625062,3.934171990992701,45898673.22824817,2310.2971373759588,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
16,,,304677.0,4.999999999999999,35000000.0,15.863264166557105,3.8953052618927932,363299764.0141047,1192.409548518939
,16,0,3313.0,0.6249999999999696,11666666.666666666,16.2247057176817,3.9740633758828428,46364072.71863316,13994.588807314567,43.7,143.6,12,183.1924253684002,0
,16,1,6331.0,0.6249999999999952,11666666.666666666,16.07580320972709,3.941617519399533,45985537.72632788,7263.550422733831,41.8,140.7,12,183.51980796816517,1
,16,2,46657.0,0.6249999999999891,11666666.666666666,16.055567195066093,3.9372080918049015,45934094.404390514,984.5059563278933,38.5,140.7,12,183.73432244603094,2
,16,3,90560.0,0.6250000000000138,11666666.666666666,15.27391783823224,3.766886696950805,43947011.464426056,485.2806036266128,36.2,139.0,12,183.8146724662094,0
,16,4,48780.0,0.6250000000000258,11666666.666666666,15.3337195642324,3.77991749304624,44099037.418872796,904.0393074799671,35.8,136.7,12,183.23946611880635,1
,16,5,72745.0,0.6249999999999774,11666666.666666666,16.04195910735767,3.934242889493236,45899500.37742109,630.9643326334606,34.5,134.4,12,183.5553370705314,2
,16,6,16424.0,0.6249999999999978,11666666.666666666,15.755721500997172,3.8718717150672837,45171836.675784975,2750.355374804248,34.1,131.9,12,183.48435872681142,0
,16,7,19867.0,0.6250000000000304,11666666.666666666,16.04163373562509,3.934171990992707,45898673.228248246,2310.2971373759624,31.9,130.2,12,183.80015252764147,1

iter,iter,beam_num,user,power[W],bandwidth[Hz],beam_CNI_db[dB],beam_bps_per_Hz,bitrate[beam_bps],beam_bps/user,latitude,longitude,sat_radius,beam_radius,freq
17,,,304677.0,4.999999999999999,35000000.0,15.863264166557105,3.8953052618927932,363299764.0141048,1192.4095485189391
,17,0,3313.0,0.6249999999999668,11666666.666666666,16.224705717681683,3.9740633758828388,46364072.718633115,13994.588807314552,43.7,143.6,12,183.1924253684002,0
,17,1,6331.0,0.6249999999999934,11666666.666666666,16.07580320972708,3.941617519399531,45985537.72632786,7263.550422733827,41.8,140.7,12,183.51980796816517,1
,17,2,46657.0,0.6249999999999888,11666666.666666666,16.055567195066093,3.9372080918049015,45934094.404390514,984.5059563278933,38.5,140.7,12,183.73432244603094,2
,17,3,90560.0,0.6250000000000153,11666666.666666666,15.27391783823225,3.7668866969508072,43947011.464426085,485.28060362661313,36.2,139.0,12,183.8146724662094,0
,17,4,48780.0,0.6250000000000269,11666666.666666666,15.333719564232403,3.779917493046241,44099037.41887281,904.0393074799674,35.8,136.7,12,183.23946611880635,1
